VTX, IDX, _input0.x, _input0.y, _input0.z, _input2.x, _input2.y, _input2.z, _input3.x, _input3.y, _input3.z, _input3.w, _input1.x, _input1.y, _input4.x, _input4.y, _input5.x, _input5.y, _input5.z, _input6.x, _input6.y, _input6.z, _input6.w, _input7.x, _input7.y, _input7.z, _input7.w
4616, 1168, -0.00008, -0.10968, 1.07653, -0.00175, -0.83915, -0.5439, -0.99999, 0.00343, -0.00207, -1.00, 0.48659, 0.43509, 0.00141, 0.4381, -0.00008, -0.10968, 1.07653, 0.59781, 0.38385, 0.01834, 0.00, 12, 13, 8, 0
4617, 1168, -0.00008, -0.10968, 1.07653, -0.00175, -0.83915, -0.5439, -0.99999, 0.00343, -0.00207, -1.00, 0.48659, 0.43509, 0.00141, 0.4381, -0.00008, -0.10968, 1.07653, 0.59781, 0.38385, 0.01834, 0.00, 12, 13, 8, 0
4618, 1165, -0.0001, -0.10667, 1.0741, -0.00093, -0.62797, -0.77824, -0.99999, 0.00431, -0.00228, -1.00, 0.48659, 0.42839, -0.00046, 0.00128, -0.0001, -0.10667, 1.0741, 0.61818, 0.3583, 0.01299, 0.01052, 12, 13, 8, 15
4619, 1169, 0.00867, -0.10637, 1.07393, 0.00701, -0.63155, -0.7753, -0.99295, -0.09614, 0.06933, -1.00, 0.48167, 0.42839, 0.00331, -0.00706, 0.00867, -0.10637, 1.07393, 0.62218, 0.35427, 0.01263, 0.01092, 12, 13, 8, 15
4620, 1167, -0.00872, -0.11027, 1.07709, 0.07021, 0.05053, -0.99625, -0.99309, 0.09764, -0.06503, -1.00, 0.49136, 0.43756, -0.00399, 0.68612, -0.00872, -0.11027, 1.07709, 0.5945, 0.38603, 0.01947, 0.00, 12, 13, 8, 0
4621, 1166, -0.00869, -0.10848, 1.07719, -0.00904, -0.61094, -0.79162, -0.99081, 0.11232, -0.07536, -1.00, 0.49136, 0.43633, -0.00663, 0.37986, -0.00869, -0.10848, 1.07719, 0.60325, 0.37903, 0.01772, 0.00, 12, 13, 8, 0
4622, 1170, -0.00008, -0.10899, 1.07752, -0.00109, -0.60432, -0.79674, -1.00, 0.00266, 0.00, -1.00, 0.48659, 0.43633, 0.00102, 0.37495, -0.00008, -0.10899, 1.07752, 0.59723, 0.38432, 0.01845, 0.00, 12, 13, 8, 0
4623, 1166, -0.00869, -0.10848, 1.07719, -0.00904, -0.61094, -0.79162, -0.99081, 0.11232, -0.07536, -1.00, 0.49136, 0.43633, -0.00663, 0.37986, -0.00869, -0.10848, 1.07719, 0.60325, 0.37903, 0.01772, 0.00, 12, 13, 8, 0
4624, 1168, -0.00008, -0.10968, 1.07653, -0.00175, -0.83915, -0.5439, -0.99999, 0.00343, -0.00207, -1.00, 0.48659, 0.43509, 0.00141, 0.4381, -0.00008, -0.10968, 1.07653, 0.59781, 0.38385, 0.01834, 0.00, 12, 13, 8, 0
4625, 1170, -0.00008, -0.10899, 1.07752, -0.00109, -0.60432, -0.79674, -1.00, 0.00266, 0.00, -1.00, 0.48659, 0.43633, 0.00102, 0.37495, -0.00008, -0.10899, 1.07752, 0.59723, 0.38432, 0.01845, 0.00, 12, 13, 8, 0
4626, 1167, -0.00872, -0.11027, 1.07709, 0.07021, 0.05053, -0.99625, -0.99309, 0.09764, -0.06503, -1.00, 0.49136, 0.43756, -0.00399, 0.68612, -0.00872, -0.11027, 1.07709, 0.5945, 0.38603, 0.01947, 0.00, 12, 13, 8, 0
4627, 1170, -0.00008, -0.10899, 1.07752, -0.00109, -0.60432, -0.79674, -1.00, 0.00266, 0.00, -1.00, 0.48659, 0.43633, 0.00102, 0.37495, -0.00008, -0.10899, 1.07752, 0.59723, 0.38432, 0.01845, 0.00, 12, 13, 8, 0
4628, 1171, -0.00007, -0.11079, 1.07744, 0.00072, 0.05381, -0.99855, -0.99999, 0.00351, 0.00, -1.00, 0.48659, 0.43756, -0.00107, 0.69435, -0.00007, -0.11079, 1.07744, 0.58789, 0.39186, 0.02026, 0.00, 12, 13, 8, 0
4629, 1168, -0.00008, -0.10968, 1.07653, -0.00175, -0.83915, -0.5439, -0.99999, 0.00343, -0.00207, -1.00, 0.48659, 0.43509, 0.00141, 0.4381, -0.00008, -0.10968, 1.07653, 0.59781, 0.38385, 0.01834, 0.00, 12, 13, 8, 0
4630, 1169, 0.00867, -0.10637, 1.07393, 0.00701, -0.63155, -0.7753, -0.99295, -0.09614, 0.06933, -1.00, 0.48167, 0.42839, 0.00331, -0.00706, 0.00867, -0.10637, 1.07393, 0.62218, 0.35427, 0.01263, 0.01092, 12, 13, 8, 15
4631, 1172, 0.00885, -0.10925, 1.07625, 0.04253, -0.84195, -0.53788, -0.99364, -0.09185, 0.06521, -1.00, 0.48167, 0.43509, 0.00019, 0.4405, 0.00885, -0.10925, 1.07625, 0.60475, 0.37762, 0.01763, 0.00, 12, 13, 8, 0
4632, 1170, -0.00008, -0.10899, 1.07752, -0.00109, -0.60432, -0.79674, -1.00, 0.00266, 0.00, -1.00, 0.48659, 0.43633, 0.00102, 0.37495, -0.00008, -0.10899, 1.07752, 0.59723, 0.38432, 0.01845, 0.00, 12, 13, 8, 0
4633, 1168, -0.00008, -0.10968, 1.07653, -0.00175, -0.83915, -0.5439, -0.99999, 0.00343, -0.00207, -1.00, 0.48659, 0.43509, 0.00141, 0.4381, -0.00008, -0.10968, 1.07653, 0.59781, 0.38385, 0.01834, 0.00, 12, 13, 8, 0
4634, 1172, 0.00885, -0.10925, 1.07625, 0.04253, -0.84195, -0.53788, -0.99364, -0.09185, 0.06521, -1.00, 0.48167, 0.43509, 0.00019, 0.4405, 0.00885, -0.10925, 1.07625, 0.60475, 0.37762, 0.01763, 0.00, 12, 13, 8, 0
4635, 1172, 0.00885, -0.10925, 1.07625, 0.04253, -0.84195, -0.53788, -0.99364, -0.09185, 0.06521, -1.00, 0.48167, 0.43509, 0.00019, 0.4405, 0.00885, -0.10925, 1.07625, 0.60475, 0.37762, 0.01763, 0.00, 12, 13, 8, 0
4636, 1169, 0.00867, -0.10637, 1.07393, 0.00701, -0.63155, -0.7753, -0.99295, -0.09614, 0.06933, -1.00, 0.48167, 0.42839, 0.00331, -0.00706, 0.00867, -0.10637, 1.07393, 0.62218, 0.35427, 0.01263, 0.01092, 12, 13, 8, 15
4637, 1173, 0.01729, -0.10506, 1.07288, 0.01301, -0.61946, -0.78492, -0.97605, -0.17834, 0.12456, -1.00, 0.47676, 0.42839, -0.01171, 0.02749, 0.01729, -0.10506, 1.07288, 0.63566, 0.34058, 0.01296, 0.01081, 12, 13, 15, 8
4638, 1171, -0.00007, -0.11079, 1.07744, 0.00072, 0.05381, -0.99855, -0.99999, 0.00351, 0.00, -1.00, 0.48659, 0.43756, -0.00107, 0.69435, -0.00007, -0.11079, 1.07744, 0.58789, 0.39186, 0.02026, 0.00, 12, 13, 8, 0
4639, 1170, -0.00008, -0.10899, 1.07752, -0.00109, -0.60432, -0.79674, -1.00, 0.00266, 0.00, -1.00, 0.48659, 0.43633, 0.00102, 0.37495, -0.00008, -0.10899, 1.07752, 0.59723, 0.38432, 0.01845, 0.00, 12, 13, 8, 0
4640, 1174, 0.00887, -0.10853, 1.07721, 0.00624, -0.60958, -0.7927, -0.99123, -0.10843, 0.07558, -1.00, 0.48167, 0.43633, 0.00621, 0.38014, 0.00887, -0.10853, 1.07721, 0.6045, 0.37782, 0.01769, 0.00, 12, 13, 8, 0
4641, 1170, -0.00008, -0.10899, 1.07752, -0.00109, -0.60432, -0.79674, -1.00, 0.00266, 0.00, -1.00, 0.48659, 0.43633, 0.00102, 0.37495, -0.00008, -0.10899, 1.07752, 0.59723, 0.38432, 0.01845, 0.00, 12, 13, 8, 0
4642, 1172, 0.00885, -0.10925, 1.07625, 0.04253, -0.84195, -0.53788, -0.99364, -0.09185, 0.06521, -1.00, 0.48167, 0.43509, 0.00019, 0.4405, 0.00885, -0.10925, 1.07625, 0.60475, 0.37762, 0.01763, 0.00, 12, 13, 8, 0
4643, 1174, 0.00887, -0.10853, 1.07721, 0.00624, -0.60958, -0.7927, -0.99123, -0.10843, 0.07558, -1.00, 0.48167, 0.43633, 0.00621, 0.38014, 0.00887, -0.10853, 1.07721, 0.6045, 0.37782, 0.01769, 0.00, 12, 13, 8, 0
4644, 1171, -0.00007, -0.11079, 1.07744, 0.00072, 0.05381, -0.99855, -0.99999, 0.00351, 0.00, -1.00, 0.48659, 0.43756, -0.00107, 0.69435, -0.00007, -0.11079, 1.07744, 0.58789, 0.39186, 0.02026, 0.00, 12, 13, 8, 0
4645, 1174, 0.00887, -0.10853, 1.07721, 0.00624, -0.60958, -0.7927, -0.99123, -0.10843, 0.07558, -1.00, 0.48167, 0.43633, 0.00621, 0.38014, 0.00887, -0.10853, 1.07721, 0.6045, 0.37782, 0.01769, 0.00, 12, 13, 8, 0
4646, 1175, 0.00892, -0.11032, 1.0771, -0.06837, 0.05318, -0.99624, -0.99381, -0.09123, 0.06334, -1.00, 0.48167, 0.43756, 0.0053, 0.68741, 0.00892, -0.11032, 1.0771, 0.59581, 0.38477, 0.01942, 0.00, 12, 13, 8, 0
4647, 1172, 0.00885, -0.10925, 1.07625, 0.04253, -0.84195, -0.53788, -0.99364, -0.09185, 0.06521, -1.00, 0.48167, 0.43509, 0.00019, 0.4405, 0.00885, -0.10925, 1.07625, 0.60475, 0.37762, 0.01763, 0.00, 12, 13, 8, 0
4648, 1173, 0.01729, -0.10506, 1.07288, 0.01301, -0.61946, -0.78492, -0.97605, -0.17834, 0.12456, -1.00, 0.47676, 0.42839, -0.01171, 0.02749, 0.01729, -0.10506, 1.07288, 0.63566, 0.34058, 0.01296, 0.01081, 12, 13, 15, 8
4649, 1176, 0.01807, -0.10796, 1.07533, 0.08536, -0.83295, -0.54672, -0.97594, -0.18039, 0.12246, -1.00, 0.47676, 0.43509, -0.00704, 0.43339, 0.01807, -0.10796, 1.07533, 0.61821, 0.36556, 0.01623, 0.00, 12, 13, 8, 0
4650, 1174, 0.00887, -0.10853, 1.07721, 0.00624, -0.60958, -0.7927, -0.99123, -0.10843, 0.07558, -1.00, 0.48167, 0.43633, 0.00621, 0.38014, 0.00887, -0.10853, 1.07721, 0.6045, 0.37782, 0.01769, 0.00, 12, 13, 8, 0
4651, 1172, 0.00885, -0.10925, 1.07625, 0.04253, -0.84195, -0.53788, -0.99364, -0.09185, 0.06521, -1.00, 0.48167, 0.43509, 0.00019, 0.4405, 0.00885, -0.10925, 1.07625, 0.60475, 0.37762, 0.01763, 0.00, 12, 13, 8, 0
4652, 1176, 0.01807, -0.10796, 1.07533, 0.08536, -0.83295, -0.54672, -0.97594, -0.18039, 0.12246, -1.00, 0.47676, 0.43509, -0.00704, 0.43339, 0.01807, -0.10796, 1.07533, 0.61821, 0.36556, 0.01623, 0.00, 12, 13, 8, 0
4653, 1176, 0.01807, -0.10796, 1.07533, 0.08536, -0.83295, -0.54672, -0.97594, -0.18039, 0.12246, -1.00, 0.47676, 0.43509, -0.00704, 0.43339, 0.01807, -0.10796, 1.07533, 0.61821, 0.36556, 0.01623, 0.00, 12, 13, 8, 0
4654, 1173, 0.01729, -0.10506, 1.07288, 0.01301, -0.61946, -0.78492, -0.97605, -0.17834, 0.12456, -1.00, 0.47676, 0.42839, -0.01171, 0.02749, 0.01729, -0.10506, 1.07288, 0.63566, 0.34058, 0.01296, 0.01081, 12, 13, 15, 8
4655, 1177, 0.02643, -0.1029, 1.07168, -0.03448, -0.5912, -0.80579, -0.94673, -0.23897, 0.21584, -1.00, 0.47138, 0.42839, 0.00029, -0.00789, 0.02643, -0.1029, 1.07168, 0.65141, 0.32567, 0.02292, 0.00, 12, 13, 15, 0
4656, 1175, 0.00892, -0.11032, 1.0771, -0.06837, 0.05318, -0.99624, -0.99381, -0.09123, 0.06334, -1.00, 0.48167, 0.43756, 0.0053, 0.68741, 0.00892, -0.11032, 1.0771, 0.59581, 0.38477, 0.01942, 0.00, 12, 13, 8, 0
4657, 1174, 0.00887, -0.10853, 1.07721, 0.00624, -0.60958, -0.7927, -0.99123, -0.10843, 0.07558, -1.00, 0.48167, 0.43633, 0.00621, 0.38014, 0.00887, -0.10853, 1.07721, 0.6045, 0.37782, 0.01769, 0.00, 12, 13, 8, 0
4658, 1178, 0.01821, -0.10724, 1.07634, -0.00763, -0.59151, -0.80626, -0.96606, -0.20385, 0.15869, -1.00, 0.47676, 0.43633, 0.00568, 0.37681, 0.01821, -0.10724, 1.07634, 0.6175, 0.36611, 0.01639, 0.00, 12, 13, 8, 0
4659, 1174, 0.00887, -0.10853, 1.07721, 0.00624, -0.60958, -0.7927, -0.99123, -0.10843, 0.07558, -1.00, 0.48167, 0.43633, 0.00621, 0.38014, 0.00887, -0.10853, 1.07721, 0.6045, 0.37782, 0.01769, 0.00, 12, 13, 8, 0
4660, 1176, 0.01807, -0.10796, 1.07533, 0.08536, -0.83295, -0.54672, -0.97594, -0.18039, 0.12246, -1.00, 0.47676, 0.43509, -0.00704, 0.43339, 0.01807, -0.10796, 1.07533, 0.61821, 0.36556, 0.01623, 0.00, 12, 13, 8, 0
4661, 1178, 0.01821, -0.10724, 1.07634, -0.00763, -0.59151, -0.80626, -0.96606, -0.20385, 0.15869, -1.00, 0.47676, 0.43633, 0.00568, 0.37681, 0.01821, -0.10724, 1.07634, 0.6175, 0.36611, 0.01639, 0.00, 12, 13, 8, 0
4662, 1175, 0.00892, -0.11032, 1.0771, -0.06837, 0.05318, -0.99624, -0.99381, -0.09123, 0.06334, -1.00, 0.48167, 0.43756, 0.0053, 0.68741, 0.00892, -0.11032, 1.0771, 0.59581, 0.38477, 0.01942, 0.00, 12, 13, 8, 0
4663, 1178, 0.01821, -0.10724, 1.07634, -0.00763, -0.59151, -0.80626, -0.96606, -0.20385, 0.15869, -1.00, 0.47676, 0.43633, 0.00568, 0.37681, 0.01821, -0.10724, 1.07634, 0.6175, 0.36611, 0.01639, 0.00, 12, 13, 8, 0
4664, 1179, 0.01835, -0.10903, 1.07624, -0.15236, 0.06003, -0.9865, -0.97351, -0.18129, 0.13932, -1.00, 0.47676, 0.43756, -0.00855, 0.69866, 0.01835, -0.10903, 1.07624, 0.60872, 0.37311, 0.01817, 0.00, 12, 13, 8, 0
4665, 1176, 0.01807, -0.10796, 1.07533, 0.08536, -0.83295, -0.54672, -0.97594, -0.18039, 0.12246, -1.00, 0.47676, 0.43509, -0.00704, 0.43339, 0.01807, -0.10796, 1.07533, 0.61821, 0.36556, 0.01623, 0.00, 12, 13, 8, 0
4666, 1177, 0.02643, -0.1029, 1.07168, -0.03448, -0.5912, -0.80579, -0.94673, -0.23897, 0.21584, -1.00, 0.47138, 0.42839, 0.00029, -0.00789, 0.02643, -0.1029, 1.07168, 0.65141, 0.32567, 0.02292, 0.00, 12, 13, 15, 0
4667, 1180, 0.02754, -0.10567, 1.07358, 0.07576, -0.81113, -0.57994, -0.94559, -0.243, 0.21635, -1.00, 0.47138, 0.43509, 0.00258, 0.43376, 0.02754, -0.10567, 1.07358, 0.62275, 0.34414, 0.01903, 0.01408, 12, 13, 15, 8
4668, 1178, 0.01821, -0.10724, 1.07634, -0.00763, -0.59151, -0.80626, -0.96606, -0.20385, 0.15869, -1.00, 0.47676, 0.43633, 0.00568, 0.37681, 0.01821, -0.10724, 1.07634, 0.6175, 0.36611, 0.01639, 0.00, 12, 13, 8, 0
4669, 1176, 0.01807, -0.10796, 1.07533, 0.08536, -0.83295, -0.54672, -0.97594, -0.18039, 0.12246, -1.00, 0.47676, 0.43509, -0.00704, 0.43339, 0.01807, -0.10796, 1.07533, 0.61821, 0.36556, 0.01623, 0.00, 12, 13, 8, 0
4670, 1180, 0.02754, -0.10567, 1.07358, 0.07576, -0.81113, -0.57994, -0.94559, -0.243, 0.21635, -1.00, 0.47138, 0.43509, 0.00258, 0.43376, 0.02754, -0.10567, 1.07358, 0.62275, 0.34414, 0.01903, 0.01408, 12, 13, 15, 8
4671, 1180, 0.02754, -0.10567, 1.07358, 0.07576, -0.81113, -0.57994, -0.94559, -0.243, 0.21635, -1.00, 0.47138, 0.43509, 0.00258, 0.43376, 0.02754, -0.10567, 1.07358, 0.62275, 0.34414, 0.01903, 0.01408, 12, 13, 15, 8
4672, 1177, 0.02643, -0.1029, 1.07168, -0.03448, -0.5912, -0.80579, -0.94673, -0.23897, 0.21584, -1.00, 0.47138, 0.42839, 0.00029, -0.00789, 0.02643, -0.1029, 1.07168, 0.65141, 0.32567, 0.02292, 0.00, 12, 13, 15, 0
4673, 1181, 0.03746, -0.09997, 1.06854, -0.11284, -0.57452, -0.81067, -0.91906, -0.24972, 0.30491, -1.00, 0.466, 0.42839, -0.00162, 0.00602, 0.03746, -0.09997, 1.06854, 0.67729, 0.28701, 0.0357, 0.00, 12, 13, 15, 0
4674, 1179, 0.01835, -0.10903, 1.07624, -0.15236, 0.06003, -0.9865, -0.97351, -0.18129, 0.13932, -1.00, 0.47676, 0.43756, -0.00855, 0.69866, 0.01835, -0.10903, 1.07624, 0.60872, 0.37311, 0.01817, 0.00, 12, 13, 8, 0
4675, 1178, 0.01821, -0.10724, 1.07634, -0.00763, -0.59151, -0.80626, -0.96606, -0.20385, 0.15869, -1.00, 0.47676, 0.43633, 0.00568, 0.37681, 0.01821, -0.10724, 1.07634, 0.6175, 0.36611, 0.01639, 0.00, 12, 13, 8, 0
4676, 1182, 0.02779, -0.10495, 1.0745, -0.06182, -0.57443, -0.81622, -0.93504, -0.25271, 0.24867, -1.00, 0.47138, 0.43633, 0.00545, 0.38346, 0.02779, -0.10495, 1.0745, 0.62308, 0.34373, 0.01917, 0.01402, 12, 13, 15, 8
4677, 1178, 0.01821, -0.10724, 1.07634, -0.00763, -0.59151, -0.80626, -0.96606, -0.20385, 0.15869, -1.00, 0.47676, 0.43633, 0.00568, 0.37681, 0.01821, -0.10724, 1.07634, 0.6175, 0.36611, 0.01639, 0.00, 12, 13, 8, 0
4678, 1180, 0.02754, -0.10567, 1.07358, 0.07576, -0.81113, -0.57994, -0.94559, -0.243, 0.21635, -1.00, 0.47138, 0.43509, 0.00258, 0.43376, 0.02754, -0.10567, 1.07358, 0.62275, 0.34414, 0.01903, 0.01408, 12, 13, 15, 8
4679, 1182, 0.02779, -0.10495, 1.0745, -0.06182, -0.57443, -0.81622, -0.93504, -0.25271, 0.24867, -1.00, 0.47138, 0.43633, 0.00545, 0.38346, 0.02779, -0.10495, 1.0745, 0.62308, 0.34373, 0.01917, 0.01402, 12, 13, 15, 8
4680, 1179, 0.01835, -0.10903, 1.07624, -0.15236, 0.06003, -0.9865, -0.97351, -0.18129, 0.13932, -1.00, 0.47676, 0.43756, -0.00855, 0.69866, 0.01835, -0.10903, 1.07624, 0.60872, 0.37311, 0.01817, 0.00, 12, 13, 8, 0
4681, 1182, 0.02779, -0.10495, 1.0745, -0.06182, -0.57443, -0.81622, -0.93504, -0.25271, 0.24867, -1.00, 0.47138, 0.43633, 0.00545, 0.38346, 0.02779, -0.10495, 1.0745, 0.62308, 0.34373, 0.01917, 0.01402, 12, 13, 15, 8
4682, 1183, 0.02796, -0.10669, 1.07428, -0.26076, 0.08619, -0.96155, -0.94162, -0.24242, 0.23363, -1.00, 0.47138, 0.43756, 0.00041, 0.6969, 0.02796, -0.10669, 1.07428, 0.61408, 0.35193, 0.01766, 0.01633, 12, 13, 15, 8
4683, 1180, 0.02754, -0.10567, 1.07358, 0.07576, -0.81113, -0.57994, -0.94559, -0.243, 0.21635, -1.00, 0.47138, 0.43509, 0.00258, 0.43376, 0.02754, -0.10567, 1.07358, 0.62275, 0.34414, 0.01903, 0.01408, 12, 13, 15, 8
4684, 1181, 0.03746, -0.09997, 1.06854, -0.11284, -0.57452, -0.81067, -0.91906, -0.24972, 0.30491, -1.00, 0.466, 0.42839, -0.00162, 0.00602, 0.03746, -0.09997, 1.06854, 0.67729, 0.28701, 0.0357, 0.00, 12, 13, 15, 0
4685, 1184, 0.03863, -0.10264, 1.07029, 0.02965, -0.80749, -0.58914, -0.91822, -0.25489, 0.30315, -1.00, 0.466, 0.43509, -0.0023, 0.43436, 0.03863, -0.10264, 1.07029, 0.6605, 0.3079, 0.03161, 0.00, 12, 13, 15, 0
4686, 1182, 0.02779, -0.10495, 1.0745, -0.06182, -0.57443, -0.81622, -0.93504, -0.25271, 0.24867, -1.00, 0.47138, 0.43633, 0.00545, 0.38346, 0.02779, -0.10495, 1.0745, 0.62308, 0.34373, 0.01917, 0.01402, 12, 13, 15, 8
4687, 1180, 0.02754, -0.10567, 1.07358, 0.07576, -0.81113, -0.57994, -0.94559, -0.243, 0.21635, -1.00, 0.47138, 0.43509, 0.00258, 0.43376, 0.02754, -0.10567, 1.07358, 0.62275, 0.34414, 0.01903, 0.01408, 12, 13, 15, 8
4688, 1184, 0.03863, -0.10264, 1.07029, 0.02965, -0.80749, -0.58914, -0.91822, -0.25489, 0.30315, -1.00, 0.466, 0.43509, -0.0023, 0.43436, 0.03863, -0.10264, 1.07029, 0.6605, 0.3079, 0.03161, 0.00, 12, 13, 15, 0
4689, 1184, 0.03863, -0.10264, 1.07029, 0.02965, -0.80749, -0.58914, -0.91822, -0.25489, 0.30315, -1.00, 0.466, 0.43509, -0.0023, 0.43436, 0.03863, -0.10264, 1.07029, 0.6605, 0.3079, 0.03161, 0.00, 12, 13, 15, 0
4690, 1181, 0.03746, -0.09997, 1.06854, -0.11284, -0.57452, -0.81067, -0.91906, -0.24972, 0.30491, -1.00, 0.466, 0.42839, -0.00162, 0.00602, 0.03746, -0.09997, 1.06854, 0.67729, 0.28701, 0.0357, 0.00, 12, 13, 15, 0
4691, 1185, 0.04873, -0.09688, 1.06442, -0.17911, -0.56951, -0.80224, -0.89431, -0.2456, 0.37401, -1.00, 0.45831, 0.42839, -0.0004, -0.00307, 0.04873, -0.09688, 1.06442, 0.70775, 0.23627, 0.05598, 0.00, 12, 13, 15, 0
4692, 1183, 0.02796, -0.10669, 1.07428, -0.26076, 0.08619, -0.96155, -0.94162, -0.24242, 0.23363, -1.00, 0.47138, 0.43756, 0.00041, 0.6969, 0.02796, -0.10669, 1.07428, 0.61408, 0.35193, 0.01766, 0.01633, 12, 13, 15, 8
4693, 1182, 0.02779, -0.10495, 1.0745, -0.06182, -0.57443, -0.81622, -0.93504, -0.25271, 0.24867, -1.00, 0.47138, 0.43633, 0.00545, 0.38346, 0.02779, -0.10495, 1.0745, 0.62308, 0.34373, 0.01917, 0.01402, 12, 13, 15, 8
4694, 1186, 0.03894, -0.10192, 1.07119, -0.13187, -0.55914, -0.81852, -0.90666, -0.26576, 0.32762, -1.00, 0.466, 0.43633, 0.00483, 0.39599, 0.03894, -0.10192, 1.07119, 0.66087, 0.3073, 0.03183, 0.00, 12, 13, 15, 0
4695, 1182, 0.02779, -0.10495, 1.0745, -0.06182, -0.57443, -0.81622, -0.93504, -0.25271, 0.24867, -1.00, 0.47138, 0.43633, 0.00545, 0.38346, 0.02779, -0.10495, 1.0745, 0.62308, 0.34373, 0.01917, 0.01402, 12, 13, 15, 8
4696, 1184, 0.03863, -0.10264, 1.07029, 0.02965, -0.80749, -0.58914, -0.91822, -0.25489, 0.30315, -1.00, 0.466, 0.43509, -0.0023, 0.43436, 0.03863, -0.10264, 1.07029, 0.6605, 0.3079, 0.03161, 0.00, 12, 13, 15, 0
4697, 1186, 0.03894, -0.10192, 1.07119, -0.13187, -0.55914, -0.81852, -0.90666, -0.26576, 0.32762, -1.00, 0.466, 0.43633, 0.00483, 0.39599, 0.03894, -0.10192, 1.07119, 0.66087, 0.3073, 0.03183, 0.00, 12, 13, 15, 0
4698, 1183, 0.02796, -0.10669, 1.07428, -0.26076, 0.08619, -0.96155, -0.94162, -0.24242, 0.23363, -1.00, 0.47138, 0.43756, 0.00041, 0.6969, 0.02796, -0.10669, 1.07428, 0.61408, 0.35193, 0.01766, 0.01633, 12, 13, 15, 8
4699, 1186, 0.03894, -0.10192, 1.07119, -0.13187, -0.55914, -0.81852, -0.90666, -0.26576, 0.32762, -1.00, 0.466, 0.43633, 0.00483, 0.39599, 0.03894, -0.10192, 1.07119, 0.66087, 0.3073, 0.03183, 0.00, 12, 13, 15, 0
4700, 1187, 0.03906, -0.10363, 1.07094, -0.35146, 0.11366, -0.92928, -0.91347, -0.25907, 0.31379, -1.00, 0.466, 0.43756, -0.01031, 0.72115, 0.03906, -0.10363, 1.07094, 0.65424, 0.31568, 0.03008, 0.00, 12, 13, 15, 0
4701, 1184, 0.03863, -0.10264, 1.07029, 0.02965, -0.80749, -0.58914, -0.91822, -0.25489, 0.30315, -1.00, 0.466, 0.43509, -0.0023, 0.43436, 0.03863, -0.10264, 1.07029, 0.6605, 0.3079, 0.03161, 0.00, 12, 13, 15, 0
4702, 1185, 0.04873, -0.09688, 1.06442, -0.17911, -0.56951, -0.80224, -0.89431, -0.2456, 0.37401, -1.00, 0.45831, 0.42839, -0.0004, -0.00307, 0.04873, -0.09688, 1.06442, 0.70775, 0.23627, 0.05598, 0.00, 12, 13, 15, 0
4703, 1188, 0.05005, -0.09931, 1.06583, -0.02181, -0.8119, -0.58339, -0.89406, -0.24531, 0.37481, -1.00, 0.45831, 0.43509, -0.00042, 0.43482, 0.05005, -0.09931, 1.06583, 0.69672, 0.25139, 0.05189, 0.00, 12, 13, 15, 0
4704, 1186, 0.03894, -0.10192, 1.07119, -0.13187, -0.55914, -0.81852, -0.90666, -0.26576, 0.32762, -1.00, 0.466, 0.43633, 0.00483, 0.39599, 0.03894, -0.10192, 1.07119, 0.66087, 0.3073, 0.03183, 0.00, 12, 13, 15, 0
4705, 1184, 0.03863, -0.10264, 1.07029, 0.02965, -0.80749, -0.58914, -0.91822, -0.25489, 0.30315, -1.00, 0.466, 0.43509, -0.0023, 0.43436, 0.03863, -0.10264, 1.07029, 0.6605, 0.3079, 0.03161, 0.00, 12, 13, 15, 0
4706, 1188, 0.05005, -0.09931, 1.06583, -0.02181, -0.8119, -0.58339, -0.89406, -0.24531, 0.37481, -1.00, 0.45831, 0.43509, -0.00042, 0.43482, 0.05005, -0.09931, 1.06583, 0.69672, 0.25139, 0.05189, 0.00, 12, 13, 15, 0
4707, 1188, 0.05005, -0.09931, 1.06583, -0.02181, -0.8119, -0.58339, -0.89406, -0.24531, 0.37481, -1.00, 0.45831, 0.43509, -0.00042, 0.43482, 0.05005, -0.09931, 1.06583, 0.69672, 0.25139, 0.05189, 0.00, 12, 13, 15, 0
4708, 1185, 0.04873, -0.09688, 1.06442, -0.17911, -0.56951, -0.80224, -0.89431, -0.2456, 0.37401, -1.00, 0.45831, 0.42839, -0.0004, -0.00307, 0.04873, -0.09688, 1.06442, 0.70775, 0.23627, 0.05598, 0.00, 12, 13, 15, 0
4709, 1189, 0.06124, -0.09362, 1.05879, -0.23844, -0.57068, -0.78579, -0.88134, -0.21268, 0.4219, -1.00, 0.45062, 0.42839, 0.00285, 0.00023, 0.06124, -0.09362, 1.05879, 0.7403, 0.16979, 0.08991, 0.00, 12, 13, 15, 0
4710, 1187, 0.03906, -0.10363, 1.07094, -0.35146, 0.11366, -0.92928, -0.91347, -0.25907, 0.31379, -1.00, 0.466, 0.43756, -0.01031, 0.72115, 0.03906, -0.10363, 1.07094, 0.65424, 0.31568, 0.03008, 0.00, 12, 13, 15, 0
4711, 1186, 0.03894, -0.10192, 1.07119, -0.13187, -0.55914, -0.81852, -0.90666, -0.26576, 0.32762, -1.00, 0.466, 0.43633, 0.00483, 0.39599, 0.03894, -0.10192, 1.07119, 0.66087, 0.3073, 0.03183, 0.00, 12, 13, 15, 0
